Date;Period;jAuditRate;jTaxRate;jPeriod;jSubject;jSujeto;jGroup;jGrupo;jProfit;jnCorrectRET;jProfitRET;jDeclared;jDeduction;jTotalDeduction;jCheat;jType;jAudited;jFine;jDeductionsGroup;jReceivedFromGroup;jTaxRateProposed;jnCorrectSum;jGroupDG;jProfitDG;jProposerDG;jOfferDG;jage_subject;jgender;jTrust;jIdeology;jIncome;jPublicTransport;jTaxes;jDrivingFast;jMoneyFound;jLying;jAccidentalDamage;jLitter;jDrivingAlcohol;jJobApplication;jBuyingStolen;jProfitRiskAv;jdec1;jdec2;jdec3;jdec4;jdec5;jdec6;jdec7;jdec8;jdec9;jdec10;jHLJump;jSafeChoices;jedec1;jedec2;jedec3;jedec4;jedec5;jeHLJump;jequizWrong
151217_0935;10;0;10;10;24;-1;3;-1;1.142.125;8;1200;1200;120;120;0;-1;0;0;248.5;62.125;-1;8;9;750;1;250;36;0;0;4;16;1;1;2;2;1;1;1;1;1;1;1500;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;0
151217_0935;1;10;10;1;1;-1;6;-1;630.25;4;600;100;10;10;1;-1;0;0;161;40.25;-1;4;4;1000;0;500;48;1;0;9;89;1;1;1;3;1;1;1;1;1;1;2000;0;0;0;0;0;0;1;1;1;1;7;6;1;1;0;0;0;1;1
151217_0935;1;10;10;1;2;-1;4;-1;1.314.875;9;1350;1350;135;135;0;-1;0;0;399.5;99.875;-1;9;12;500;0;100;38;1;0;2;13;1;1;1;3;1;1;1;1;1;1;900;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;3
151217_0935;1;10;10;1;3;-1;1;-1;1.059.125;7;1050;1050;105;105;0;-1;0;0;456.5;114.125;-1;7;1;300;0;500;29;1;0;0;16;3;1;1;1;1;1;1;1;3;1;1500;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;0
151217_0935;1;10;10;1;4;-1;2;-1;792.05;5;750;0;0;0;1;-1;0;0;168.2;42.05;-1;5;11;500;1;500;43;0;1;5;14;1;1;1;1;1;1;1;1;1;1;2500;1;0;0;1;0;0;0;1;1;1;1;5;1;1;1;1;1;1;0
151217_0935;1;10;10;1;5;-1;5;-1;767.5;5;750;350;35;35;1;-1;0;0;210;52.5;-1;5;3;600;1;400;40;0;1;5;10;1;1;2;1;1;2;1;1;1;1;2400;1;1;0;1;1;0;1;0;0;1;1;4;1;1;1;0;0;1;0
151217_0935;1;10;10;1;6;-1;6;-1;580.25;4;600;600;60;60;0;-1;0;0;161;40.25;-1;4;7;800;1;200;40;0;0;8;15;1;1;1;2;1;1;1;1;1;1;1900;0;1;0;1;1;0;0;0;1;0;2;6;1;1;1;1;1;1;3
151217_0935;1;10;10;1;7;-1;5;-1;862.5;6;900;900;90;90;0;-1;0;0;210;52.5;-1;6;4;0;1;1000;51;0;0;2;11;1;1;1;1;1;1;1;1;1;1;2300;0;0;0;0;0;0;0;0;0;1;10;9;1;1;1;1;1;1;1
151217_0935;1;10;10;1;8;-1;3;-1;1026.65;7;1050;1050;105;105;0;-1;0;0;326.6;8.165.000.000.000.000;-1;7;2;500;1;500;37;1;0;5;16;1;1;1;3;1;1;1;1;2;1;1500;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;0;0;99;0
151217_0935;1;10;10;1;9;-1;1;-1;1.479.125;10;1500;1350;135;135;1;-1;0;0;456.5;114.125;-1;10;5;500;1;500;26;0;0;5;13;3;1;2;3;2;1;1;1;2;1;1800;0;1;0;0;0;0;1;1;1;1;2;5;0;1;0;0;0;2;0
151217_0935;1;10;10;1;10;-1;2;-1;191.85;1;150;2;0.2;0.2;1;-1;0;0;168.2;42.05;-1;1;5;500;0;500;65;0;0;5;9;1;3;3;1;1;1;1;1;3;1;1500;0;1;0;0;1;0;1;0;0;0;2;7;0;0;1;0;1;3;1
151217_0935;1;10;10;1;11;-1;4;-1;1.055.375;7;1050;945;94.5;94.5;1;-1;0;0;399.5;99.875;-1;7;6;400;1;600;23;0;0;6;15;1;1;2;1;1;1;1;1;1;1;1300;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;1
151217_0935;1;10;10;1;12;-1;5;-1;592.5;4;600;600;60;60;0;-1;0;0;210;52.5;-1;4;6;600;0;500;54;1;0;10;12;1;4;4;1;1;1;1;3;4;1;700;0;0;0;0;0;1;1;0;1;1;6;6;0;0;0;0;0;99;4
151217_0935;1;10;10;1;13;-1;2;-1;1081.55;7;1050;105;10.5;10.5;1;-1;0;0;168.2;42.05;-1;7;9;250;0;500;51;1;1;8;9;3;1;3;3;3;3;1;1;3;1;1400;0;1;0;0;0;1;0;0;0;1;2;7;0;0;0;1;1;4;1
151217_0935;1;10;10;1;14;-1;5;-1;477.5;3;450;250;25;25;1;-1;0;0;210;52.5;-1;3;8;600;1;400;47;0;0;4;88;1;1;1;1;1;1;1;1;1;1;1900;0;1;0;1;0;0;0;1;1;0;2;6;1;0;1;0;1;1;1
151217_0935;1;10;10;1;15;-1;1;-1;655.125;4;600;590;59;59;1;-1;0;0;456.5;114.125;-1;4;7;200;0;200;44;0;0;5;88;1;1;1;1;1;1;1;1;1;1;1300;0;0;1;0;1;0;0;0;1;1;3;6;0;0;1;0;0;3;2
151217_0935;1;10;10;1;16;-1;6;-1;850.25;6;900;900;90;90;0;-1;0;0;161;40.25;-1;6;8;400;0;300;46;1;1;6;13;1;1;1;2;1;1;1;1;1;1;1000;1;0;1;0;0;0;0;0;0;0;1;8;0;0;0;1;1;4;3
151217_0935;1;10;10;1;17;-1;2;-1;934.55;7;1050;945;94.5;157.5;1;-1;1;52.5;168.2;42.05;-1;7;3;400;0;500;50;1;0;5;16;1;1;1;1;1;1;1;1;1;1;1600;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;1;1;4;0
151217_0935;1;10;10;1;18;-1;6;-1;939.25;6;900;10;1;1;1;-1;0;0;161;40.25;-1;6;12;500;1;500;34;1;0;4;1;1;1;1;1;1;1;1;1;1;1;1500;1;1;1;0;0;1;1;1;0;0;1;4;0;1;0;1;0;2;2
151217_0935;1;10;10;1;19;-1;4;-1;1.179.875;8;1200;1200;120;120;0;-1;0;0;399.5;99.875;-1;8;2;500;0;500;52;1;1;4;15;1;1;1;3;1;1;1;1;3;1;2100;1;1;1;0;1;0;1;1;1;0;1;3;0;1;1;1;1;2;0
151217_0935;1;10;10;1;20;-1;4;-1;949.875;6;900;500;50;50;1;-1;0;0;399.5;99.875;-1;6;11;500;0;500;42;1;0;8;88;1;1;3;3;1;1;1;1;1;1;1100;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;2
151217_0935;1;10;10;1;21;-1;1;-1;1.006.625;7;1050;945;94.5;157.5;1;-1;1;52.5;456.5;114.125;-1;7;10;500;0;500;52;0;0;4;15;2;1;1;3;1;2;1;1;2;1;2300;0;1;1;1;0;1;0;0;0;0;2;6;1;1;1;1;1;1;1
151217_0935;1;10;10;1;22;-1;3;-1;1041.65;7;1050;900;90;90;1;-1;0;0;326.6;8.165.000.000.000.000;-1;7;10;500;1;500;49;0;0;5;16;3;3;3;3;2;3;1;1;3;1;1300;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;1
151217_0935;1;10;10;1;23;-1;3;-1;1120.05;7;1050;116;11.6;11.6;1;-1;0;0;326.6;8.165.000.000.000.000;-1;7;1;700;1;300;56;0;0;5;13;4;1;1;1;1;1;1;1;1;1;1400;0;1;1;1;0;0;0;1;0;1;2;5;0;0;1;1;1;3;2
151217_0935;1;10;10;1;24;-1;3;-1;1161.65;8;1200;1200;120;120;0;-1;0;0;326.6;8.165.000.000.000.000;-1;8;9;750;1;250;36;0;0;4;16;1;1;2;2;1;1;1;1;1;1;1500;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;0
151217_0935;2;10;10;2;1;-1;6;-1;604;4;600;250;25;25;1;-1;0;0;116;29;-1;4;4;1000;0;500;48;1;0;9;89;1;1;1;3;1;1;1;1;1;1;2000;0;0;0;0;0;0;1;1;1;1;7;6;1;1;0;0;0;1;1
151217_0935;2;10;10;2;2;-1;4;-1;1.030.625;7;1050;1050;105;105;0;-1;0;0;342.5;85.625;-1;7;12;500;0;100;38;1;0;2;13;1;1;1;3;1;1;1;1;1;1;900;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;3
151217_0935;2;10;10;2;3;-1;1;-1;1331.75;9;1350;1350;135;135;0;-1;0;0;467;116.75;-1;9;1;300;0;500;29;1;0;0;16;3;1;1;1;1;1;1;1;3;1;1500;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;0
151217_0935;2;10;10;2;4;-1;2;-1;480.5;3;450;0;0;0;1;-1;0;0;122;30.5;-1;3;11;500;1;500;43;0;1;5;14;1;1;1;1;1;1;1;1;1;1;2500;1;0;0;1;0;0;0;1;1;1;1;5;1;1;1;1;1;1;0
151217_0935;2;10;10;2;5;-1;5;-1;923.75;6;900;500;50;50;1;-1;0;0;295;73.75;-1;6;3;600;1;400;40;0;1;5;10;1;1;2;1;1;2;1;1;1;1;2400;1;1;0;1;1;0;1;0;0;1;1;4;1;1;1;0;0;1;0
151217_0935;2;10;10;2;6;-1;6;-1;299;2;300;300;30;30;0;-1;0;0;116;29;-1;2;7;800;1;200;40;0;0;8;15;1;1;1;2;1;1;1;1;1;1;1900;0;1;0;1;1;0;0;0;1;0;2;6;1;1;1;1;1;1;3
151217_0935;2;10;10;2;7;-1;5;-1;1018.75;7;1050;1050;105;105;0;-1;0;0;295;73.75;-1;7;4;0;1;1000;51;0;0;2;11;1;1;1;1;1;1;1;1;1;1;2300;0;0;0;0;0;0;0;0;0;1;10;9;1;1;1;1;1;1;1
151217_0935;2;10;10;2;8;-1;3;-1;877.75;6;900;900;90;90;0;-1;0;0;271;67.75;-1;6;2;500;1;500;37;1;0;5;16;1;1;1;3;1;1;1;1;2;1;1500;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;0;0;99;0
151217_0935;2;10;10;2;9;-1;1;-1;1466.75;10;1500;1500;150;150;0;-1;0;0;467;116.75;-1;10;5;500;1;500;26;0;0;5;13;3;1;2;3;2;1;1;1;2;1;1800;0;1;0;0;0;0;1;1;1;1;2;5;0;1;0;0;0;2;0
151217_0935;2;10;10;2;10;-1;2;-1;310.5;2;300;200;20;20;1;-1;0;0;122;30.5;-1;2;5;500;0;500;65;0;0;5;9;1;3;3;1;1;1;1;1;3;1;1500;0;1;0;0;1;0;1;0;0;0;2;7;0;0;1;0;1;3;1
151217_0935;2;10;10;2;11;-1;4;-1;768.125;5;750;675;67.5;67.5;1;-1;0;0;342.5;85.625;-1;5;6;400;1;600;23;0;0;6;15;1;1;2;1;1;1;1;1;1;1;1300;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;1
151217_0935;2;10;10;2;12;-1;5;-1;883.75;6;900;900;90;90;0;-1;0;0;295;73.75;-1;6;6;600;0;500;54;1;0;10;12;1;4;4;1;1;1;1;3;4;1;700;0;0;0;0;0;1;1;0;1;1;6;6;0;0;0;0;0;99;4
151217_0935;2;10;10;2;13;-1;2;-1;773;5;750;75;7.5;7.5;1;-1;0;0;122;30.5;-1;5;9;250;0;500;51;1;1;8;9;3;1;3;3;3;3;1;1;3;1;1400;0;1;0;0;0;1;0;0;0;1;2;7;0;0;0;1;1;4;1
151217_0935;2;10;10;2;14;-1;5;-1;773.75;5;750;500;50;50;1;-1;0;0;295;73.75;-1;5;8;600;1;400;47;0;0;4;88;1;1;1;1;1;1;1;1;1;1;1900;0;1;0;1;0;0;0;1;1;0;2;6;1;0;1;0;1;1;1
151217_0935;2;10;10;2;15;-1;1;-1;792.75;5;750;740;74;74;1;-1;0;0;467;116.75;-1;5;7;200;0;200;44;0;0;5;88;1;1;1;1;1;1;1;1;1;1;1300;0;0;1;0;1;0;0;0;1;1;3;6;0;0;1;0;0;3;2
151217_0935;2;10;10;2;16;-1;6;-1;569;4;600;600;60;60;0;-1;0;0;116;29;-1;4;8;400;0;300;46;1;1;6;13;1;1;1;2;1;1;1;1;1;1;1000;1;0;1;0;0;0;0;0;0;0;1;8;0;0;0;1;1;4;3
151217_0935;2;10;10;2;17;-1;2;-1;986;7;1050;945;94.5;94.5;1;-1;0;0;122;30.5;-1;7;3;400;0;500;50;1;0;5;16;1;1;1;1;1;1;1;1;1;1;1600;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;1;1;4;0
151217_0935;2;10;10;2;18;-1;6;-1;328;2;300;10;1;1;1;-1;0;0;116;29;-1;2;12;500;1;500;34;1;0;4;1;1;1;1;1;1;1;1;1;1;1;1500;1;1;1;0;0;1;1;1;0;0;1;4;0;1;0;1;0;2;2
151217_0935;2;10;10;2;19;-1;4;-1;1.165.625;8;1200;1200;120;120;0;-1;0;0;342.5;85.625;-1;8;2;500;0;500;52;1;1;4;15;1;1;1;3;1;1;1;1;3;1;2100;1;1;1;0;1;0;1;1;1;0;1;3;0;1;1;1;1;2;0
151217_0935;2;10;10;2;20;-1;4;-1;1.085.625;7;1050;500;50;50;1;-1;0;0;342.5;85.625;-1;7;11;500;0;500;42;1;0;8;88;1;1;3;3;1;1;1;1;1;1;1100;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;2
151217_0935;2;10;10;2;21;-1;1;-1;1208.75;8;1200;1080;108;108;1;-1;0;0;467;116.75;-1;8;10;500;0;500;52;0;0;4;15;2;1;1;3;1;2;1;1;2;1;2300;0;1;1;1;0;1;0;0;0;0;2;6;1;1;1;1;1;1;1
151217_0935;2;10;10;2;22;-1;3;-1;907.75;6;900;600;60;60;1;-1;0;0;271;67.75;-1;6;10;500;1;500;49;0;0;5;16;3;3;3;3;2;3;1;1;3;1;1300;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;1
151217_0935;2;10;10;2;23;-1;3;-1;1266.75;8;1200;10;1;1;1;-1;0;0;271;67.75;-1;8;1;700;1;300;56;0;0;5;13;4;1;1;1;1;1;1;1;1;1;1400;0;1;1;1;0;0;0;1;0;1;2;5;0;0;1;1;1;3;2
151217_0935;2;10;10;2;24;-1;3;-1;1147.75;8;1200;1200;120;120;0;-1;0;0;271;67.75;-1;8;9;750;1;250;36;0;0;4;16;1;1;2;2;1;1;1;1;1;1;1500;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;0
151217_0935;3;10;10;3;1;-1;6;-1;772.75;5;750;250;25;25;1;-1;0;0;191;47.75;-1;5;4;1000;0;500;48;1;0;9;89;1;1;1;3;1;1;1;1;1;1;2000;0;0;0;0;0;0;1;1;1;1;7;6;1;1;0;0;0;1;1
151217_0935;3;10;10;3;2;-1;4;-1;1167.5;8;1200;1200;120;120;0;-1;0;0;350;87.5;-1;8;12;500;0;100;38;1;0;2;13;1;1;1;3;1;1;1;1;1;1;900;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;3
151217_0935;3;10;10;3;3;-1;1;-1;1.324.625;9;1350;1350;135;135;0;-1;0;0;438.5;109.625;-1;9;1;300;0;500;29;1;0;0;16;3;1;1;1;1;1;1;1;3;1;1500;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;0
151217_0935;3;10;10;3;4;-1;2;-1;332.125;2;300;0;0;0;1;-1;0;0;128.5;32.125;-1;2;11;500;1;500;43;0;1;5;14;1;1;1;1;1;1;1;1;1;1;2500;1;0;0;1;0;0;0;1;1;1;1;5;1;1;1;1;1;1;0
151217_0935;3;10;10;3;5;-1;5;-1;1043.75;7;1050;550;55;55;1;-1;0;0;195;48.75;-1;7;3;600;1;400;40;0;1;5;10;1;1;2;1;1;2;1;1;1;1;2400;1;1;0;1;1;0;1;0;0;1;1;4;1;1;1;0;0;1;0
151217_0935;3;10;10;3;6;-1;6;-1;722.75;5;750;750;75;75;0;-1;1;0;191;47.75;-1;5;7;800;1;200;40;0;0;8;15;1;1;1;2;1;1;1;1;1;1;1900;0;1;0;1;1;0;0;0;1;0;2;6;1;1;1;1;1;1;3
151217_0935;3;10;10;3;7;-1;5;-1;588.75;4;600;600;60;60;0;-1;0;0;195;48.75;-1;4;4;0;1;1000;51;0;0;2;11;1;1;1;1;1;1;1;1;1;1;2300;0;0;0;0;0;0;0;0;0;1;10;9;1;1;1;1;1;1;1
151217_0935;3;10;10;3;8;-1;3;-1;1162.75;8;1200;1200;120;120;0;-1;0;0;331;82.75;-1;8;2;500;1;500;37;1;0;5;16;1;1;1;3;1;1;1;1;2;1;1500;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;0;0;99;0
151217_0935;3;10;10;3;9;-1;1;-1;1.609.625;11;1650;1500;150;150;1;-1;0;0;438.5;109.625;-1;11;5;500;1;500;26;0;0;5;13;3;1;2;3;2;1;1;1;2;1;1800;0;1;0;0;0;0;1;1;1;1;2;5;0;1;0;0;0;2;0
151217_0935;3;10;10;3;10;-1;2;-1;307.125;2;300;250;25;25;1;-1;0;0;128.5;32.125;-1;2;5;500;0;500;65;0;0;5;9;1;3;3;1;1;1;1;1;3;1;1500;0;1;0;0;1;0;1;0;0;0;2;7;0;0;1;0;1;3;1
151217_0935;3;10;10;3;11;-1;4;-1;762.5;5;750;750;75;75;0;-1;0;0;350;87.5;-1;5;6;400;1;600;23;0;0;6;15;1;1;2;1;1;1;1;1;1;1;1300;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;1
151217_0935;3;10;10;3;12;-1;5;-1;318.75;2;300;300;30;30;0;-1;0;0;195;48.75;-1;2;6;600;0;500;54;1;0;10;12;1;4;4;1;1;1;1;3;4;1;700;0;0;0;0;0;1;1;0;1;1;6;6;0;0;0;0;0;99;4
151217_0935;3;10;10;3;13;-1;2;-1;923.125;6;900;90;9;9;1;-1;0;0;128.5;32.125;-1;6;9;250;0;500;51;1;1;8;9;3;1;3;3;3;3;1;1;3;1;1400;0;1;0;0;0;1;0;0;0;1;2;7;0;0;0;1;1;4;1
151217_0935;3;10;10;3;14;-1;5;-1;748.75;5;750;500;50;50;1;-1;0;0;195;48.75;-1;5;8;600;1;400;47;0;0;4;88;1;1;1;1;1;1;1;1;1;1;1900;0;1;0;1;0;0;0;1;1;0;2;6;1;0;1;0;1;1;1
151217_0935;3;10;10;3;15;-1;1;-1;650.625;4;600;590;59;59;1;-1;0;0;438.5;109.625;-1;4;7;200;0;200;44;0;0;5;88;1;1;1;1;1;1;1;1;1;1;1300;0;0;1;0;1;0;0;0;1;1;3;6;0;0;1;0;0;3;2
151217_0935;3;10;10;3;16;-1;6;-1;857.75;6;900;900;90;90;0;-1;0;0;191;47.75;-1;6;8;400;0;300;46;1;1;6;13;1;1;1;2;1;1;1;1;1;1;1000;1;0;1;0;0;0;0;0;0;0;1;8;0;0;0;1;1;4;3
151217_0935;3;10;10;3;17;-1;2;-1;987.625;7;1050;945;94.5;94.5;1;-1;0;0;128.5;32.125;-1;7;3;400;0;500;50;1;0;5;16;1;1;1;1;1;1;1;1;1;1;1600;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;1;1;4;0
151217_0935;3;10;10;3;18;-1;6;-1;496.75;3;450;10;1;1;1;-1;0;0;191;47.75;-1;3;12;500;1;500;34;1;0;4;1;1;1;1;1;1;1;1;1;1;1;1500;1;1;1;0;0;1;1;1;0;0;1;4;0;1;0;1;0;2;2
151217_0935;3;10;10;3;19;-1;4;-1;1032.5;7;1050;1050;105;105;0;-1;1;0;350;87.5;-1;7;2;500;0;500;52;1;1;4;15;1;1;1;3;1;1;1;1;3;1;2100;1;1;1;0;1;0;1;1;1;0;1;3;0;1;1;1;1;2;0
151217_0935;3;10;10;3;20;-1;4;-1;1087.5;7;1050;500;50;50;1;-1;0;0;350;87.5;-1;7;11;500;0;500;42;1;0;8;88;1;1;3;3;1;1;1;1;1;1;1100;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;2
151217_0935;3;10;10;3;21;-1;1;-1;1.065.125;7;1050;945;94.5;94.5;1;-1;0;0;438.5;109.625;-1;7;10;500;0;500;52;0;0;4;15;2;1;1;3;1;2;1;1;2;1;2300;0;1;1;1;0;1;0;0;0;0;2;6;1;1;1;1;1;1;1
151217_0935;3;10;10;3;22;-1;3;-1;922.75;6;900;600;60;60;1;-1;0;0;331;82.75;-1;6;10;500;1;500;49;0;0;5;16;3;3;3;3;2;3;1;1;3;1;1300;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;1
151217_0935;3;10;10;3;23;-1;3;-1;831.75;5;750;10;1;1;1;-1;0;0;331;82.75;-1;5;1;700;1;300;56;0;0;5;13;4;1;1;1;1;1;1;1;1;1;1400;0;1;1;1;0;0;0;1;0;1;2;5;0;0;1;1;1;3;2
151217_0935;3;10;10;3;24;-1;3;-1;1432.75;10;1500;1500;150;150;0;-1;0;0;331;82.75;-1;10;9;750;1;250;36;0;0;4;16;1;1;2;2;1;1;1;1;1;1;1500;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;0
151217_0935;4;10;10;4;1;-1;6;-1;926.5;6;900;250;25;25;1;-1;0;0;206;51.5;-1;6;4;1000;0;500;48;1;0;9;89;1;1;1;3;1;1;1;1;1;1;2000;0;0;0;0;0;0;1;1;1;1;7;6;1;1;0;0;0;1;1
151217_0935;4;10;10;4;2;-1;4;-1;1463.75;10;1500;1500;150;150;0;-1;1;0;455;113.75;-1;10;12;500;0;100;38;1;0;2;13;1;1;1;3;1;1;1;1;1;1;900;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;3
151217_0935;4;10;10;4;3;-1;1;-1;1323;9;1350;1350;135;135;0;-1;0;0;432;108;-1;9;1;300;0;500;29;1;0;0;16;3;1;1;1;1;1;1;1;3;1;1500;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;0
151217_0935;4;10;10;4;4;-1;2;-1;1.101.375;7;1050;0;0;0;1;-1;0;0;205.5;51.375;-1;7;11;500;1;500;43;0;1;5;14;1;1;1;1;1;1;1;1;1;1;2500;1;0;0;1;0;0;0;1;1;1;1;5;1;1;1;1;1;1;0
151217_0935;4;10;10;4;5;-1;5;-1;896.675;6;900;400;40;40;1;-1;0;0;146.7;36.675;-1;6;3;600;1;400;40;0;1;5;10;1;1;2;1;1;2;1;1;1;1;2400;1;1;0;1;1;0;1;0;0;1;1;4;1;1;1;0;0;1;0
151217_0935;4;10;10;4;6;-1;6;-1;456.5;3;450;450;45;45;0;-1;0;0;206;51.5;-1;3;7;800;1;200;40;0;0;8;15;1;1;1;2;1;1;1;1;1;1;1900;0;1;0;1;1;0;0;0;1;0;2;6;1;1;1;1;1;1;3
151217_0935;4;10;10;4;7;-1;5;-1;1.079.975;7;1050;67;6.7;6.7;1;-1;0;0;146.7;36.675;-1;7;4;0;1;1000;51;0;0;2;11;1;1;1;1;1;1;1;1;1;1;2300;0;0;0;0;0;0;0;0;0;1;10;9;1;1;1;1;1;1;1
