Date;Period;jAuditRate;jTaxRate;jPeriod;jSubject;jSujeto;jGroup;jGrupo;jProfit;jnCorrectRET;jProfitRET;jDeclared;jDeduction;jTotalDeduction;jCheat;jType;jAudited;jFine;jDeductionsGroup;jReceivedFromGroup;jTaxRateProposed;jnCorrectSum;jGroupDG;jProfitDG;jProposerDG;jOfferDG;jage_subject;jgender;jTrust;jIdeology;jIncome;jPublicTransport;jTaxes;jDrivingFast;jMoneyFound;jLying;jAccidentalDamage;jLitter;jDrivingAlcohol;jJobApplication;jBuyingStolen;jProfitRiskAv;jdec1;jdec2;jdec3;jdec4;jdec5;jdec6;jdec7;jdec8;jdec9;jdec10;jHLJump;jSafeChoices;jedec1;jedec2;jedec3;jedec4;jedec5;jeHLJump;jequizWrong
151217_0935;4;10;10;4;8;-1;3;-1;710.125;5;750;750;75;75;0;-1;0;0;140.5;35.125;-1;5;2;500;1;500;37;1;0;5;16;1;1;1;3;1;1;1;1;2;1;1500;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;0;0;99;0
151217_0935;4;10;10;4;9;-1;1;-1;1493;10;1500;1150;115;115;1;-1;0;0;432;108;-1;10;5;500;1;500;26;0;0;5;13;3;1;2;3;2;1;1;1;2;1;1800;0;1;0;0;0;0;1;1;1;1;2;5;0;1;0;0;0;2;0
151217_0935;4;10;10;4;10;-1;2;-1;186.375;1;150;150;15;15;0;-1;0;0;205.5;51.375;-1;1;5;500;0;500;65;0;0;5;9;1;3;3;1;1;1;1;1;3;1;1500;0;1;0;0;1;0;1;0;0;0;2;7;0;0;1;0;1;3;1
151217_0935;4;10;10;4;11;-1;4;-1;1058.75;7;1050;1050;105;105;0;-1;0;0;455;113.75;-1;7;6;400;1;600;23;0;0;6;15;1;1;2;1;1;1;1;1;1;1;1300;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;1
151217_0935;4;10;10;4;12;-1;5;-1;576.675;4;600;600;60;60;0;-1;1;0;146.7;36.675;-1;4;6;600;0;500;54;1;0;10;12;1;4;4;1;1;1;1;3;4;1;700;0;0;0;0;0;1;1;0;1;1;6;6;0;0;0;0;0;99;4
151217_0935;4;10;10;4;13;-1;2;-1;1.090.875;7;1050;105;10.5;10.5;1;-1;0;0;205.5;51.375;-1;7;9;250;0;500;51;1;1;8;9;3;1;3;3;3;3;1;1;3;1;1400;0;1;0;0;0;1;0;0;0;1;2;7;0;0;0;1;1;4;1
151217_0935;4;10;10;4;14;-1;5;-1;596.675;4;600;400;40;40;1;-1;0;0;146.7;36.675;-1;4;8;600;1;400;47;0;0;4;88;1;1;1;1;1;1;1;1;1;1;1900;0;1;0;1;0;0;0;1;1;0;2;6;1;0;1;0;1;1;1
151217_0935;4;10;10;4;15;-1;1;-1;784;5;750;740;74;74;1;-1;0;0;432;108;-1;5;7;200;0;200;44;0;0;5;88;1;1;1;1;1;1;1;1;1;1;1300;0;0;1;0;1;0;0;0;1;1;3;6;0;0;1;0;0;3;2
151217_0935;4;10;10;4;16;-1;6;-1;1266.5;9;1350;1350;135;135;0;-1;0;0;206;51.5;-1;9;8;400;0;300;46;1;1;6;13;1;1;1;2;1;1;1;1;1;1;1000;1;0;1;0;0;0;0;0;0;0;1;8;0;0;0;1;1;4;3
151217_0935;4;10;10;4;17;-1;2;-1;1.071.375;8;1200;1080;108;180;1;-1;1;60;205.5;51.375;-1;8;3;400;0;500;50;1;0;5;16;1;1;1;1;1;1;1;1;1;1;1600;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;1;1;4;0
151217_0935;4;10;10;4;18;-1;6;-1;950.5;6;900;10;1;1;1;-1;0;0;206;51.5;-1;6;12;500;1;500;34;1;0;4;1;1;1;1;1;1;1;1;1;1;1;1500;1;1;1;0;0;1;1;1;0;0;1;4;0;1;0;1;0;2;2
151217_0935;4;10;10;4;19;-1;4;-1;1463.75;10;1500;1500;150;150;0;-1;0;0;455;113.75;-1;10;2;500;0;500;52;1;1;4;15;1;1;1;3;1;1;1;1;3;1;2100;1;1;1;0;1;0;1;1;1;0;1;3;0;1;1;1;1;2;0
151217_0935;4;10;10;4;20;-1;4;-1;1263.75;8;1200;500;50;50;1;-1;0;0;455;113.75;-1;8;11;500;0;500;42;1;0;8;88;1;1;3;3;1;1;1;1;1;1;1100;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;2
151217_0935;4;10;10;4;21;-1;1;-1;1200;8;1200;1080;108;108;1;-1;0;0;432;108;-1;8;10;500;0;500;52;0;0;4;15;2;1;1;3;1;2;1;1;2;1;2300;0;1;1;1;0;1;0;0;0;0;2;6;1;1;1;1;1;1;1
151217_0935;4;10;10;4;22;-1;3;-1;750.125;5;750;350;35;35;1;-1;0;0;140.5;35.125;-1;5;10;500;1;500;49;0;0;5;16;3;3;3;3;2;3;1;1;3;1;1300;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;1
151217_0935;4;10;10;4;23;-1;3;-1;934.625;6;900;5;0.5;0.5;1;-1;0;0;140.5;35.125;-1;6;1;700;1;300;56;0;0;5;13;4;1;1;1;1;1;1;1;1;1;1400;0;1;1;1;0;0;0;1;0;1;2;5;0;0;1;1;1;3;2
151217_0935;4;10;10;4;24;-1;3;-1;305.125;2;300;300;30;30;0;-1;0;0;140.5;35.125;-1;2;9;750;1;250;36;0;0;4;16;1;1;2;2;1;1;1;1;1;1;1500;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;0
151217_0935;5;10;10;5;1;-1;6;-1;769;5;750;250;25;25;1;-1;0;0;176;44;-1;5;4;1000;0;500;48;1;0;9;89;1;1;1;3;1;1;1;1;1;1;2000;0;0;0;0;0;0;1;1;1;1;7;6;1;1;0;0;0;1;1
151217_0935;5;10;10;5;2;-1;4;-1;1.026.875;7;1050;1050;105;105;0;-1;0;0;327.5;81.875;-1;7;12;500;0;100;38;1;0;2;13;1;1;1;3;1;1;1;1;1;1;900;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;3
151217_0935;5;10;10;5;3;-1;1;-1;934.5;6;900;900;90;90;0;-1;1;0;498;124.5;-1;6;1;300;0;500;29;1;0;0;16;3;1;1;1;1;1;1;1;3;1;1500;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;0
151217_0935;5;10;10;5;4;-1;2;-1;1.081.875;7;1050;0;0;0;1;-1;0;0;127.5;31.875;-1;7;11;500;1;500;43;0;1;5;14;1;1;1;1;1;1;1;1;1;1;2500;1;0;0;1;0;0;0;1;1;1;1;5;1;1;1;1;1;1;0
151217_0935;5;10;10;5;5;-1;5;-1;777.5;5;750;350;35;35;1;-1;0;0;250;62.5;-1;5;3;600;1;400;40;0;1;5;10;1;1;2;1;1;2;1;1;1;1;2400;1;1;0;1;1;0;1;0;0;1;1;4;1;1;1;0;0;1;0
151217_0935;5;10;10;5;6;-1;6;-1;584;4;600;600;60;60;0;-1;1;0;176;44;-1;4;7;800;1;200;40;0;0;8;15;1;1;1;2;1;1;1;1;1;1;1900;0;1;0;1;1;0;0;0;1;0;2;6;1;1;1;1;1;1;3
151217_0935;5;10;10;5;7;-1;5;-1;872.5;6;900;900;90;90;0;-1;0;0;250;62.5;-1;6;4;0;1;1000;51;0;0;2;11;1;1;1;1;1;1;1;1;1;1;2300;0;0;0;0;0;0;0;0;0;1;10;9;1;1;1;1;1;1;1
151217_0935;5;10;10;5;8;-1;3;-1;1.147.625;8;1200;1200;120;120;0;-1;0;0;270.5;67.625;-1;8;2;500;1;500;37;1;0;5;16;1;1;1;3;1;1;1;1;2;1;1500;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;0;0;99;0
151217_0935;5;10;10;5;9;-1;1;-1;1474.5;10;1500;1500;150;150;0;-1;0;0;498;124.5;-1;10;5;500;1;500;26;0;0;5;13;3;1;2;3;2;1;1;1;2;1;1800;0;1;0;0;0;0;1;1;1;1;2;5;0;1;0;0;0;2;0
151217_0935;5;10;10;5;10;-1;2;-1;316.875;2;300;150;15;15;1;-1;0;0;127.5;31.875;-1;2;5;500;0;500;65;0;0;5;9;1;3;3;1;1;1;1;1;3;1;1500;0;1;0;0;1;0;1;0;0;0;2;7;0;0;1;0;1;3;1
151217_0935;5;10;10;5;11;-1;4;-1;764.375;5;750;675;67.5;67.5;1;-1;0;0;327.5;81.875;-1;5;6;400;1;600;23;0;0;6;15;1;1;2;1;1;1;1;1;1;1;1300;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;1
151217_0935;5;10;10;5;12;-1;5;-1;602.5;4;600;600;60;60;0;-1;0;0;250;62.5;-1;4;6;600;0;500;54;1;0;10;12;1;4;4;1;1;1;1;3;4;1;700;0;0;0;0;0;1;1;0;1;1;6;6;0;0;0;0;0;99;4
151217_0935;5;10;10;5;13;-1;2;-1;477.375;3;450;45;4.5;4.5;1;-1;0;0;127.5;31.875;-1;3;9;250;0;500;51;1;1;8;9;3;1;3;3;3;3;1;1;3;1;1400;0;1;0;0;0;1;0;0;0;1;2;7;0;0;0;1;1;4;1
151217_0935;5;10;10;5;14;-1;5;-1;897.5;6;900;650;65;65;1;-1;0;0;250;62.5;-1;6;8;600;1;400;47;0;0;4;88;1;1;1;1;1;1;1;1;1;1;1900;0;1;0;1;0;0;0;1;1;0;2;6;1;0;1;0;1;1;1
151217_0935;5;10;10;5;15;-1;1;-1;800.5;5;750;740;74;74;1;-1;0;0;498;124.5;-1;5;7;200;0;200;44;0;0;5;88;1;1;1;1;1;1;1;1;1;1;1300;0;0;1;0;1;0;0;0;1;1;3;6;0;0;1;0;0;3;2
151217_0935;5;10;10;5;16;-1;6;-1;854;6;900;900;90;90;0;-1;0;0;176;44;-1;6;8;400;0;300;46;1;1;6;13;1;1;1;2;1;1;1;1;1;1;1000;1;0;1;0;0;0;0;0;0;0;1;8;0;0;0;1;1;4;3
151217_0935;5;10;10;5;17;-1;2;-1;1.123.875;8;1200;1080;108;108;1;-1;0;0;127.5;31.875;-1;8;3;400;0;500;50;1;0;5;16;1;1;1;1;1;1;1;1;1;1;1600;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;1;1;4;0
151217_0935;5;10;10;5;18;-1;6;-1;643;4;600;10;1;1;1;-1;0;0;176;44;-1;4;12;500;1;500;34;1;0;4;1;1;1;1;1;1;1;1;1;1;1;1500;1;1;1;0;0;1;1;1;0;0;1;4;0;1;0;1;0;2;2
151217_0935;5;10;10;5;19;-1;4;-1;1.026.875;7;1050;1050;105;105;0;-1;0;0;327.5;81.875;-1;7;2;500;0;500;52;1;1;4;15;1;1;1;3;1;1;1;1;3;1;2100;1;1;1;0;1;0;1;1;1;0;1;3;0;1;1;1;1;2;0
151217_0935;5;10;10;5;20;-1;4;-1;1.231.875;8;1200;500;50;50;1;-1;0;0;327.5;81.875;-1;8;11;500;0;500;42;1;0;8;88;1;1;3;3;1;1;1;1;1;1;1100;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;2
151217_0935;5;10;10;5;21;-1;1;-1;1140.5;8;1200;1072;107.2;184;1;-1;1;64;498;124.5;-1;8;10;500;0;500;52;0;0;4;15;2;1;1;3;1;2;1;1;2;1;2300;0;1;1;1;0;1;0;0;0;0;2;6;1;1;1;1;1;1;1
151217_0935;5;10;10;5;22;-1;3;-1;907.625;6;900;600;60;60;1;-1;0;0;270.5;67.625;-1;6;10;500;1;500;49;0;0;5;16;3;3;3;3;2;3;1;1;3;1;1300;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;1
151217_0935;5;10;10;5;23;-1;3;-1;1.117.125;7;1050;5;0.5;0.5;1;-1;0;0;270.5;67.625;-1;7;1;700;1;300;56;0;0;5;13;4;1;1;1;1;1;1;1;1;1;1400;0;1;1;1;0;0;0;1;0;1;2;5;0;0;1;1;1;3;2
151217_0935;5;10;10;5;24;-1;3;-1;877.625;6;900;900;90;90;0;-1;0;0;270.5;67.625;-1;6;9;750;1;250;36;0;0;4;16;1;1;2;2;1;1;1;1;1;1;1500;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;0
151217_0935;6;10;10;6;1;-1;6;-1;622.75;4;600;250;25;25;1;-1;0;0;191;47.75;-1;4;4;1000;0;500;48;1;0;9;89;1;1;1;3;1;1;1;1;1;1;2000;0;0;0;0;0;0;1;1;1;1;7;6;1;1;0;0;0;1;1
151217_0935;6;10;10;6;2;-1;4;-1;1.037.375;7;1050;1050;105;105;0;-1;0;0;369.5;92.375;-1;7;12;500;0;100;38;1;0;2;13;1;1;1;3;1;1;1;1;1;1;900;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;3
151217_0935;6;10;10;6;3;-1;1;-1;1041.25;7;1050;1050;105;105;0;-1;0;0;385;96.25;-1;7;1;300;0;500;29;1;0;0;16;3;1;1;1;1;1;1;1;3;1;1500;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;0
151217_0935;6;10;10;6;4;-1;2;-1;1083.2;7;1050;0;0;0;1;-1;0;0;132.8;33.2;-1;7;11;500;1;500;43;0;1;5;14;1;1;1;1;1;1;1;1;1;1;2500;1;0;0;1;0;0;0;1;1;1;1;5;1;1;1;1;1;1;0
151217_0935;6;10;10;6;5;-1;5;-1;1205;8;1200;600;60;60;1;-1;0;0;260;65;-1;8;3;600;1;400;40;0;1;5;10;1;1;2;1;1;2;1;1;1;1;2400;1;1;0;1;1;0;1;0;0;1;1;4;1;1;1;0;0;1;0
151217_0935;6;10;10;6;6;-1;6;-1;857.75;6;900;900;90;90;0;-1;0;0;191;47.75;-1;6;7;800;1;200;40;0;0;8;15;1;1;1;2;1;1;1;1;1;1;1900;0;1;0;1;1;0;0;0;1;0;2;6;1;1;1;1;1;1;3
151217_0935;6;10;10;6;7;-1;5;-1;740;5;750;750;75;75;0;-1;0;0;260;65;-1;5;4;0;1;1000;51;0;0;2;11;1;1;1;1;1;1;1;1;1;1;2300;0;0;0;0;0;0;0;0;0;1;10;9;1;1;1;1;1;1;1
151217_0935;6;10;10;6;8;-1;3;-1;1161.5;8;1200;1200;120;120;0;-1;1;0;326;81.5;-1;8;2;500;1;500;37;1;0;5;16;1;1;1;3;1;1;1;1;2;1;1500;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;0;0;99;0
151217_0935;6;10;10;6;9;-1;1;-1;1326.25;9;1350;1200;120;120;1;-1;0;0;385;96.25;-1;9;5;500;1;500;26;0;0;5;13;3;1;2;3;2;1;1;1;2;1;1800;0;1;0;0;0;0;1;1;1;1;2;5;0;1;0;0;0;2;0
151217_0935;6;10;10;6;10;-1;2;-1;318.2;2;300;150;15;15;1;-1;0;0;132.8;33.2;-1;2;5;500;0;500;65;0;0;5;9;1;3;3;1;1;1;1;1;3;1;1500;0;1;0;0;1;0;1;0;0;0;2;7;0;0;1;0;1;3;1
151217_0935;6;10;10;6;11;-1;4;-1;1.047.875;7;1050;945;94.5;94.5;1;-1;0;0;369.5;92.375;-1;7;6;400;1;600;23;0;0;6;15;1;1;2;1;1;1;1;1;1;1;1300;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;1
151217_0935;6;10;10;6;12;-1;5;-1;740;5;750;750;75;75;0;-1;0;0;260;65;-1;5;6;600;0;500;54;1;0;10;12;1;4;4;1;1;1;1;3;4;1;700;0;0;0;0;0;1;1;0;1;1;6;6;0;0;0;0;0;99;4
151217_0935;6;10;10;6;13;-1;2;-1;1223.4;8;1200;98;9.800.000.000.000.000;9.800.000.000.000.000;1;-1;0;0;132.8;33.2;-1;8;9;250;0;500;51;1;1;8;9;3;1;3;3;3;3;1;1;3;1;1400;0;1;0;0;0;1;0;0;0;1;2;7;0;0;0;1;1;4;1
151217_0935;6;10;10;6;14;-1;5;-1;615;4;600;500;50;50;1;-1;0;0;260;65;-1;4;8;600;1;400;47;0;0;4;88;1;1;1;1;1;1;1;1;1;1;1900;0;1;0;1;0;0;0;1;1;0;2;6;1;0;1;0;1;1;1
151217_0935;6;10;10;6;15;-1;1;-1;502.25;3;450;440;44;44;1;-1;0;0;385;96.25;-1;3;7;200;0;200;44;0;0;5;88;1;1;1;1;1;1;1;1;1;1;1300;0;0;1;0;1;0;0;0;1;1;3;6;0;0;1;0;0;3;2
151217_0935;6;10;10;6;16;-1;6;-1;722.75;5;750;750;75;75;0;-1;1;0;191;47.75;-1;5;8;400;0;300;46;1;1;6;13;1;1;1;2;1;1;1;1;1;1;1000;1;0;1;0;0;0;0;0;0;0;1;8;0;0;0;1;1;4;3
151217_0935;6;10;10;6;17;-1;2;-1;1125.2;8;1200;1080;108;108;1;-1;0;0;132.8;33.2;-1;8;3;400;0;500;50;1;0;5;16;1;1;1;1;1;1;1;1;1;1;1600;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;1;1;4;0
151217_0935;6;10;10;6;18;-1;6;-1;646.75;4;600;10;1;1;1;-1;0;0;191;47.75;-1;4;12;500;1;500;34;1;0;4;1;1;1;1;1;1;1;1;1;1;1;1500;1;1;1;0;0;1;1;1;0;0;1;4;0;1;0;1;0;2;2
151217_0935;6;10;10;6;19;-1;4;-1;1.172.375;8;1200;1200;120;120;0;-1;0;0;369.5;92.375;-1;8;2;500;0;500;52;1;1;4;15;1;1;1;3;1;1;1;1;3;1;2100;1;1;1;0;1;0;1;1;1;0;1;3;0;1;1;1;1;2;0
151217_0935;6;10;10;6;20;-1;4;-1;1.092.375;7;1050;500;50;50;1;-1;0;0;369.5;92.375;-1;7;11;500;0;500;42;1;0;8;88;1;1;3;3;1;1;1;1;1;1;1100;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;2
151217_0935;6;10;10;6;21;-1;1;-1;730.25;5;750;668;66.8;116;1;-1;1;41;385;96.25;-1;5;10;500;0;500;52;0;0;4;15;2;1;1;3;1;2;1;1;2;1;2300;0;1;1;1;0;1;0;0;0;0;2;6;1;1;1;1;1;1;1
151217_0935;6;10;10;6;22;-1;3;-1;791.5;5;750;400;40;40;1;-1;0;0;326;81.5;-1;5;10;500;1;500;49;0;0;5;16;3;3;3;3;2;3;1;1;3;1;1300;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;1
151217_0935;6;10;10;6;23;-1;3;-1;830.5;5;750;10;1;1;1;-1;0;0;326;81.5;-1;5;1;700;1;300;56;0;0;5;13;4;1;1;1;1;1;1;1;1;1;1400;0;1;1;1;0;0;0;1;0;1;2;5;0;0;1;1;1;3;2
151217_0935;6;10;10;6;24;-1;3;-1;1566.5;11;1650;1650;165;165;0;-1;0;0;326;81.5;-1;11;9;750;1;250;36;0;0;4;16;1;1;2;2;1;1;1;1;1;1;1500;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;0
151217_0935;7;10;10;7;1;-1;6;-1;922.75;6;900;250;25;25;1;-1;0;0;191;47.75;-1;6;4;1000;0;500;48;1;0;9;89;1;1;1;3;1;1;1;1;1;1;2000;0;0;0;0;0;0;1;1;1;1;7;6;1;1;0;0;0;1;1
151217_0935;7;10;10;7;2;-1;4;-1;1455;10;1500;1500;150;150;0;-1;0;0;420;105;-1;10;12;500;0;100;38;1;0;2;13;1;1;1;3;1;1;1;1;1;1;900;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;3
151217_0935;7;10;10;7;3;-1;1;-1;1330.55;9;1350;1350;135;135;0;-1;0;0;462.2;115.55;-1;9;1;300;0;500;29;1;0;0;16;3;1;1;1;1;1;1;1;3;1;1500;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;0
151217_0935;7;10;10;7;4;-1;2;-1;791.65;5;750;0;0;0;1;-1;0;0;166.6;41.65;-1;5;11;500;1;500;43;0;1;5;14;1;1;1;1;1;1;1;1;1;1;2500;1;0;0;1;0;0;0;1;1;1;1;5;1;1;1;1;1;1;0
151217_0935;7;10;10;7;5;-1;5;-1;907.5;6;900;400;40;40;1;-1;0;0;190;47.5;-1;6;3;600;1;400;40;0;1;5;10;1;1;2;1;1;2;1;1;1;1;2400;1;1;0;1;1;0;1;0;0;1;1;4;1;1;1;0;0;1;0
151217_0935;7;10;10;7;6;-1;6;-1;722.75;5;750;750;75;75;0;-1;0;0;191;47.75;-1;5;7;800;1;200;40;0;0;8;15;1;1;1;2;1;1;1;1;1;1;1900;0;1;0;1;1;0;0;0;1;0;2;6;1;1;1;1;1;1;3
151217_0935;7;10;10;7;7;-1;5;-1;452.5;3;450;450;45;45;0;-1;0;0;190;47.5;-1;3;4;0;1;1000;51;0;0;2;11;1;1;1;1;1;1;1;1;1;1;2300;0;0;0;0;0;0;0;0;0;1;10;9;1;1;1;1;1;1;1
151217_0935;7;10;10;7;8;-1;3;-1;1.308.875;9;1350;1350;135;135;0;-1;0;0;375.5;93.875;-1;9;2;500;1;500;37;1;0;5;16;1;1;1;3;1;1;1;1;2;1;1500;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;0;0;99;0
151217_0935;7;10;10;7;9;-1;1;-1;1475.55;10;1500;1400;140;140;1;-1;0;0;462.2;115.55;-1;10;5;500;1;500;26;0;0;5;13;3;1;2;3;2;1;1;1;2;1;1800;0;1;0;0;0;0;1;1;1;1;2;5;0;1;0;0;0;2;0
151217_0935;7;10;10;7;10;-1;2;-1;184.05;1;150;76;7.600.000.000.000.000;7.600.000.000.000.000;1;-1;0;0;166.6;41.65;-1;1;5;500;0;500;65;0;0;5;9;1;3;3;1;1;1;1;1;3;1;1500;0;1;0;0;1;0;1;0;0;0;2;7;0;0;1;0;1;3;1
151217_0935;7;10;10;7;11;-1;4;-1;1185;8;1200;1200;120;120;0;-1;0;0;420;105;-1;8;6;400;1;600;23;0;0;6;15;1;1;2;1;1;1;1;1;1;1;1300;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;1
151217_0935;7;10;10;7;12;-1;5;-1;587.5;4;600;600;60;60;0;-1;0;0;190;47.5;-1;4;6;600;0;500;54;1;0;10;12;1;4;4;1;1;1;1;3;4;1;700;0;0;0;0;0;1;1;0;1;1;6;6;0;0;0;0;0;99;4
151217_0935;7;10;10;7;13;-1;2;-1;932.65;6;900;90;9;9;1;-1;0;0;166.6;41.65;-1;6;9;250;0;500;51;1;1;8;9;3;1;3;3;3;3;1;1;3;1;1400;0;1;0;0;0;1;0;0;0;1;2;7;0;0;0;1;1;4;1
151217_0935;7;10;10;7;14;-1;5;-1;752.5;5;750;450;45;45;1;-1;0;0;190;47.5;-1;5;8;600;1;400;47;0;0;4;88;1;1;1;1;1;1;1;1;1;1;1900;0;1;0;1;0;0;0;1;1;0;2;6;1;0;1;0;1;1;1
151217_0935;7;10;10;7;15;-1;1;-1;785.55;5;750;740;74;80;1;-1;1;5;462.2;115.55;-1;5;7;200;0;200;44;0;0;5;88;1;1;1;1;1;1;1;1;1;1;1300;0;0;1;0;1;0;0;0;1;1;3;6;0;0;1;0;0;3;2
