Date;Period;jAuditRate;jTaxRate;jPeriod;jSubject;jSujeto;jGroup;jGrupo;jProfit;jnCorrectRET;jProfitRET;jDeclared;jDeduction;jTotalDeduction;jCheat;jType;jAudited;jFine;jDeductionsGroup;jReceivedFromGroup;jTaxRateProposed;jnCorrectSum;jGroupDG;jProfitDG;jProposerDG;jOfferDG;jage_subject;jgender;jTrust;jIdeology;jIncome;jPublicTransport;jTaxes;jDrivingFast;jMoneyFound;jLying;jAccidentalDamage;jLitter;jDrivingAlcohol;jJobApplication;jBuyingStolen;jProfitRiskAv;jdec1;jdec2;jdec3;jdec4;jdec5;jdec6;jdec7;jdec8;jdec9;jdec10;jHLJump;jSafeChoices;jedec1;jedec2;jedec3;jedec4;jedec5;jeHLJump;jequizWrong
151217_0935;7;10;10;7;16;-1;6;-1;857.75;6;900;900;90;90;0;-1;0;0;191;47.75;-1;6;8;400;0;300;46;1;1;6;13;1;1;1;2;1;1;1;1;1;1;1000;1;0;1;0;0;0;0;0;0;0;1;8;0;0;0;1;1;4;3
151217_0935;7;10;10;7;17;-1;2;-1;1541.65;11;1650;1500;150;150;1;-1;0;0;166.6;41.65;-1;11;3;400;0;500;50;1;0;5;16;1;1;1;1;1;1;1;1;1;1;1600;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;1;1;4;0
151217_0935;7;10;10;7;18;-1;6;-1;946.75;6;900;10;1;1;1;-1;0;0;191;47.75;-1;6;12;500;1;500;34;1;0;4;1;1;1;1;1;1;1;1;1;1;1;1500;1;1;1;0;0;1;1;1;0;0;1;4;0;1;0;1;0;2;2
151217_0935;7;10;10;7;19;-1;4;-1;1055;7;1050;1000;100;100;1;-1;0;0;420;105;-1;7;2;500;0;500;52;1;1;4;15;1;1;1;3;1;1;1;1;3;1;2100;1;1;1;0;1;0;1;1;1;0;1;3;0;1;1;1;1;2;0
151217_0935;7;10;10;7;20;-1;4;-1;955;6;900;500;50;50;1;-1;0;0;420;105;-1;6;11;500;0;500;42;1;0;8;88;1;1;3;3;1;1;1;1;1;1;1100;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;2
151217_0935;7;10;10;7;21;-1;1;-1;1208.35;8;1200;1072;107.2;107.2;1;-1;0;0;462.2;115.55;-1;8;10;500;0;500;52;0;0;4;15;2;1;1;3;1;2;1;1;2;1;2300;0;1;1;1;0;1;0;0;0;0;2;6;1;1;1;1;1;1;1
151217_0935;7;10;10;7;22;-1;3;-1;1.323.875;9;1350;1200;120;120;1;-1;0;0;375.5;93.875;-1;9;10;500;1;500;49;0;0;5;16;3;3;3;3;2;3;1;1;3;1;1300;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;1
151217_0935;7;10;10;7;23;-1;3;-1;993.375;6;900;5;0.5;0.5;1;-1;0;0;375.5;93.875;-1;6;1;700;1;300;56;0;0;5;13;4;1;1;1;1;1;1;1;1;1;1400;0;1;1;1;0;0;0;1;0;1;2;5;0;0;1;1;1;3;2
151217_0935;7;10;10;7;24;-1;3;-1;1.173.875;8;1200;1200;120;120;0;-1;1;0;375.5;93.875;-1;8;9;750;1;250;36;0;0;4;16;1;1;2;2;1;1;1;1;1;1;1500;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;0
151217_0935;8;10;10;8;1;-1;6;-1;761.5;5;750;250;25;25;1;-1;0;0;146;36.5;-1;5;4;1000;0;500;48;1;0;9;89;1;1;1;3;1;1;1;1;1;1;2000;0;0;0;0;0;0;1;1;1;1;7;6;1;1;0;0;0;1;1
151217_0935;8;10;10;8;2;-1;4;-1;1413;9;1350;1350;135;135;0;-1;0;0;792;198;-1;9;12;500;0;100;38;1;0;2;13;1;1;1;3;1;1;1;1;1;1;900;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;3
151217_0935;8;10;10;8;3;-1;1;-1;1.473.325;10;1500;1500;150;150;0;-1;0;0;493.3;123.325;-1;10;1;300;0;500;29;1;0;0;16;3;1;1;1;1;1;1;1;3;1;1500;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;0
151217_0935;8;10;10;8;4;-1;2;-1;936;6;900;0;0;0;1;-1;0;0;144;36;-1;6;11;500;1;500;43;0;1;5;14;1;1;1;1;1;1;1;1;1;1;2500;1;0;0;1;0;0;0;1;1;1;1;5;1;1;1;1;1;1;0
151217_0935;8;10;10;8;5;-1;5;-1;1208.75;8;1200;500;50;50;1;-1;0;0;235;58.75;-1;8;3;600;1;400;40;0;1;5;10;1;1;2;1;1;2;1;1;1;1;2400;1;1;0;1;1;0;1;0;0;1;1;4;1;1;1;0;0;1;0
151217_0935;8;10;10;8;6;-1;6;-1;576.5;4;600;600;60;60;0;-1;0;0;146;36.5;-1;4;7;800;1;200;40;0;0;8;15;1;1;1;2;1;1;1;1;1;1;1900;0;1;0;1;1;0;0;0;1;0;2;6;1;1;1;1;1;1;3
151217_0935;8;10;10;8;7;-1;5;-1;463.75;3;450;450;45;45;0;-1;0;0;235;58.75;-1;3;4;0;1;1000;51;0;0;2;11;1;1;1;1;1;1;1;1;1;1;2300;0;0;0;0;0;0;0;0;0;1;10;9;1;1;1;1;1;1;1
151217_0935;8;10;10;8;8;-1;3;-1;885.125;6;900;900;90;90;0;-1;1;0;300.5;75.125;-1;6;2;500;1;500;37;1;0;5;16;1;1;1;3;1;1;1;1;2;1;1500;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;0;0;99;0
151217_0935;8;10;10;8;9;-1;1;-1;1.448.325;10;1500;1450;145;175;1;-1;1;25;493.3;123.325;-1;10;5;500;1;500;26;0;0;5;13;3;1;2;3;2;1;1;1;2;1;1800;0;1;0;0;0;0;1;1;1;1;2;5;0;1;0;0;0;2;0
151217_0935;8;10;10;8;10;-1;2;-1;321;2;300;150;15;15;1;-1;0;0;144;36;-1;2;5;500;0;500;65;0;0;5;9;1;3;3;1;1;1;1;1;3;1;1500;0;1;0;0;1;0;1;0;0;0;2;7;0;0;1;0;1;3;1
151217_0935;8;10;10;8;11;-1;4;-1;746;4;600;520;52;52;1;-1;0;0;792;198;-1;4;6;400;1;600;23;0;0;6;15;1;1;2;1;1;1;1;1;1;1;1300;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;1
151217_0935;8;10;10;8;12;-1;5;-1;868.75;6;900;900;90;90;0;-1;1;0;235;58.75;-1;6;6;600;0;500;54;1;0;10;12;1;4;4;1;1;1;1;3;4;1;700;0;0;0;0;0;1;1;0;1;1;6;6;0;0;0;0;0;99;4
151217_0935;8;10;10;8;13;-1;2;-1;927;6;900;90;9;9;1;-1;0;0;144;36;-1;6;9;250;0;500;51;1;1;8;9;3;1;3;3;3;3;1;1;3;1;1400;0;1;0;0;0;1;0;0;0;1;2;7;0;0;0;1;1;4;1
151217_0935;8;10;10;8;14;-1;5;-1;758.75;5;750;500;50;50;1;-1;0;0;235;58.75;-1;5;8;600;1;400;47;0;0;4;88;1;1;1;1;1;1;1;1;1;1;1900;0;1;0;1;0;0;0;1;1;0;2;6;1;0;1;0;1;1;1
151217_0935;8;10;10;8;15;-1;1;-1;6.643.250.000.000.000;4;600;590;59;59;1;-1;0;0;493.3;123.325;-1;4;7;200;0;200;44;0;0;5;88;1;1;1;1;1;1;1;1;1;1;1300;0;0;1;0;1;0;0;0;1;1;3;6;0;0;1;0;0;3;2
151217_0935;8;10;10;8;16;-1;6;-1;576.5;4;600;600;60;60;0;-1;0;0;146;36.5;-1;4;8;400;0;300;46;1;1;6;13;1;1;1;2;1;1;1;1;1;1;1000;1;0;1;0;0;0;0;0;0;0;1;8;0;0;0;1;1;4;3
151217_0935;8;10;10;8;17;-1;2;-1;1266;9;1350;1200;120;120;1;-1;0;0;144;36;-1;9;3;400;0;500;50;1;0;5;16;1;1;1;1;1;1;1;1;1;1;1600;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;1;1;4;0
151217_0935;8;10;10;8;18;-1;6;-1;485.5;3;450;10;1;1;1;-1;0;0;146;36.5;-1;3;12;500;1;500;34;1;0;4;1;1;1;1;1;1;1;1;1;1;1;1500;1;1;1;0;0;1;1;1;0;0;1;4;0;1;0;1;0;2;2
151217_0935;8;10;10;8;19;-1;4;-1;1413;9;1350;1350;135;135;0;-1;0;0;792;198;-1;9;2;500;0;500;52;1;1;4;15;1;1;1;3;1;1;1;1;3;1;2100;1;1;1;0;1;0;1;1;1;0;1;3;0;1;1;1;1;2;0
151217_0935;8;10;10;8;20;-1;4;-1;928;8;1200;500;50;470;1;-1;1;350;792;198;-1;8;11;500;0;500;42;1;0;8;88;1;1;3;3;1;1;1;1;1;1;1100;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;2
151217_0935;8;10;10;8;21;-1;1;-1;1.364.025;9;1350;1093;109.3;109.3;1;-1;0;0;493.3;123.325;-1;9;10;500;0;500;52;0;0;4;15;2;1;1;3;1;2;1;1;2;1;2300;0;1;1;1;0;1;0;0;0;0;2;6;1;1;1;1;1;1;1
151217_0935;8;10;10;8;22;-1;3;-1;1.050.125;7;1050;750;75;75;1;-1;0;0;300.5;75.125;-1;7;10;500;1;500;49;0;0;5;16;3;3;3;3;2;3;1;1;3;1;1300;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;1
151217_0935;8;10;10;8;23;-1;3;-1;974.625;6;900;5;0.5;0.5;1;-1;0;0;300.5;75.125;-1;6;1;700;1;300;56;0;0;5;13;4;1;1;1;1;1;1;1;1;1;1400;0;1;1;1;0;0;0;1;0;1;2;5;0;0;1;1;1;3;2
151217_0935;8;10;10;8;24;-1;3;-1;1.290.125;9;1350;1350;135;135;0;-1;0;0;300.5;75.125;-1;9;9;750;1;250;36;0;0;4;16;1;1;2;2;1;1;1;1;1;1;1500;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;0
151217_0935;9;10;10;9;1;-1;6;-1;934;6;900;250;25;25;1;-1;0;0;236;59;-1;6;4;1000;0;500;48;1;0;9;89;1;1;1;3;1;1;1;1;1;1;2000;0;0;0;0;0;0;1;1;1;1;7;6;1;1;0;0;0;1;1
151217_0935;9;10;10;9;2;-1;4;-1;1.304.375;9;1350;1350;135;135;0;-1;0;0;357.5;89.375;-1;9;12;500;0;100;38;1;0;2;13;1;1;1;3;1;1;1;1;1;1;900;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;3
151217_0935;9;10;10;9;3;-1;1;-1;1471.55;10;1500;1500;150;150;0;-1;0;0;486.2;121.55;-1;10;1;300;0;500;29;1;0;0;16;3;1;1;1;1;1;1;1;3;1;1500;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;0
151217_0935;9;10;10;9;4;-1;2;-1;959.25;6;900;0;0;0;1;-1;0;0;237;59.25;-1;6;11;500;1;500;43;0;1;5;14;1;1;1;1;1;1;1;1;1;1;2500;1;0;0;1;0;0;0;1;1;1;1;5;1;1;1;1;1;1;0
151217_0935;9;10;10;9;5;-1;5;-1;1060;7;1050;500;50;50;1;-1;0;0;240;60;-1;7;3;600;1;400;40;0;1;5;10;1;1;2;1;1;2;1;1;1;1;2400;1;1;0;1;1;0;1;0;0;1;1;4;1;1;1;0;0;1;0
151217_0935;9;10;10;9;6;-1;6;-1;734;5;750;750;75;75;0;-1;0;0;236;59;-1;5;7;800;1;200;40;0;0;8;15;1;1;1;2;1;1;1;1;1;1;1900;0;1;0;1;1;0;0;0;1;0;2;6;1;1;1;1;1;1;3
151217_0935;9;10;10;9;7;-1;5;-1;735;5;750;750;75;75;0;-1;0;0;240;60;-1;5;4;0;1;1000;51;0;0;2;11;1;1;1;1;1;1;1;1;1;1;2300;0;0;0;0;0;0;0;0;0;1;10;9;1;1;1;1;1;1;1
151217_0935;9;10;10;9;8;-1;3;-1;1048.75;6;900;900;90;90;0;-1;0;0;955;238.75;-1;6;2;500;1;500;37;1;0;5;16;1;1;1;3;1;1;1;1;2;1;1500;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;0;0;99;0
151217_0935;9;10;10;9;9;-1;1;-1;1616.55;11;1650;1550;155;155;1;-1;0;0;486.2;121.55;-1;11;5;500;1;500;26;0;0;5;13;3;1;2;3;2;1;1;1;2;1;1800;0;1;0;0;0;0;1;1;1;1;2;5;0;1;0;0;0;2;0
151217_0935;9;10;10;9;10;-1;2;-1;194.25;1;150;150;15;15;0;-1;0;0;237;59.25;-1;1;5;500;0;500;65;0;0;5;9;1;3;3;1;1;1;1;1;3;1;1500;0;1;0;0;1;0;1;0;0;0;2;7;0;0;1;0;1;3;1
151217_0935;9;10;10;9;11;-1;4;-1;771.875;5;750;675;67.5;67.5;1;-1;0;0;357.5;89.375;-1;5;6;400;1;600;23;0;0;6;15;1;1;2;1;1;1;1;1;1;1;1300;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;1
151217_0935;9;10;10;9;12;-1;5;-1;600;4;600;600;60;60;0;-1;0;0;240;60;-1;4;6;600;0;500;54;1;0;10;12;1;4;4;1;1;1;1;3;4;1;700;0;0;0;0;0;1;1;0;1;1;6;6;0;0;0;0;0;99;4
151217_0935;9;10;10;9;13;-1;2;-1;1247.25;8;1200;120;12;12;1;-1;0;0;237;59.25;-1;8;9;250;0;500;51;1;1;8;9;3;1;3;3;3;3;1;1;3;1;1400;0;1;0;0;0;1;0;0;0;1;2;7;0;0;0;1;1;4;1
151217_0935;9;10;10;9;14;-1;5;-1;755;5;750;550;55;55;1;-1;0;0;240;60;-1;5;8;600;1;400;47;0;0;4;88;1;1;1;1;1;1;1;1;1;1;1900;0;1;0;1;0;0;0;1;1;0;2;6;1;0;1;0;1;1;1
151217_0935;9;10;10;9;15;-1;1;-1;797.55;5;750;740;74;74;1;-1;0;0;486.2;121.55;-1;5;7;200;0;200;44;0;0;5;88;1;1;1;1;1;1;1;1;1;1;1300;0;0;1;0;1;0;0;0;1;1;3;6;0;0;1;0;0;3;2
151217_0935;9;10;10;9;16;-1;6;-1;1274;9;1350;1350;135;135;0;-1;0;0;236;59;-1;9;8;400;0;300;46;1;1;6;13;1;1;1;2;1;1;1;1;1;1;1000;1;0;1;0;0;0;0;0;0;0;1;8;0;0;0;1;1;4;3
151217_0935;9;10;10;9;17;-1;2;-1;1199.25;9;1350;1200;120;210;1;-1;1;75;237;59.25;-1;9;3;400;0;500;50;1;0;5;16;1;1;1;1;1;1;1;1;1;1;1600;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;1;1;4;0
151217_0935;9;10;10;9;18;-1;6;-1;1108;7;1050;10;1;1;1;-1;0;0;236;59;-1;7;12;500;1;500;34;1;0;4;1;1;1;1;1;1;1;1;1;1;1;1500;1;1;1;0;0;1;1;1;0;0;1;4;0;1;0;1;0;2;2
151217_0935;9;10;10;9;19;-1;4;-1;1.034.375;7;1050;1050;105;105;0;-1;0;0;357.5;89.375;-1;7;2;500;0;500;52;1;1;4;15;1;1;1;3;1;1;1;1;3;1;2100;1;1;1;0;1;0;1;1;1;0;1;3;0;1;1;1;1;2;0
151217_0935;9;10;10;9;20;-1;4;-1;1.089.375;7;1050;500;50;50;1;-1;0;0;357.5;89.375;-1;7;11;500;0;500;42;1;0;8;88;1;1;3;3;1;1;1;1;1;1;1100;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;2
151217_0935;9;10;10;9;21;-1;1;-1;1214.35;8;1200;1072;107.2;107.2;1;-1;0;0;486.2;121.55;-1;8;10;500;0;500;52;0;0;4;15;2;1;1;3;1;2;1;1;2;1;2300;0;1;1;1;0;1;0;0;0;0;2;6;1;1;1;1;1;1;1
151217_0935;9;10;10;9;22;-1;3;-1;1198.75;7;1050;900;90;90;1;-1;0;0;955;238.75;-1;7;10;500;1;500;49;0;0;5;16;3;3;3;3;2;3;1;1;3;1;1300;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;1
151217_0935;9;10;10;9;23;-1;3;-1;663.75;7;1050;10;1;625;1;-1;1;520;955;238.75;-1;7;1;700;1;300;56;0;0;5;13;4;1;1;1;1;1;1;1;1;1;1400;0;1;1;1;0;0;0;1;0;1;2;5;0;0;1;1;1;3;2
151217_0935;9;10;10;9;24;-1;3;-1;1588.75;10;1500;1500;150;150;0;-1;0;0;955;238.75;-1;10;9;750;1;250;36;0;0;4;16;1;1;2;2;1;1;1;1;1;1;1500;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;0
151217_0935;10;10;10;10;1;-1;6;-1;915.25;6;900;250;25;25;1;-1;0;0;161;40.25;-1;6;4;1000;0;500;48;1;0;9;89;1;1;1;3;1;1;1;1;1;1;2000;0;0;0;0;0;0;1;1;1;1;7;6;1;1;0;0;0;1;1
151217_0935;10;10;10;10;2;-1;4;-1;1443.5;10;1500;1500;150;150;0;-1;0;0;374;93.5;-1;10;12;500;0;100;38;1;0;2;13;1;1;1;3;1;1;1;1;1;1;900;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;3
151217_0935;10;10;10;10;3;-1;1;-1;1.607.625;11;1650;1650;165;165;0;-1;0;0;490.5;122.625;-1;11;1;300;0;500;29;1;0;0;16;3;1;1;1;1;1;1;1;3;1;1500;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;0
151217_0935;10;10;10;10;4;-1;2;-1;1.258.875;8;1200;0;0;0;1;-1;0;0;235.5;58.875;-1;8;11;500;1;500;43;0;1;5;14;1;1;1;1;1;1;1;1;1;1;2500;1;0;0;1;0;0;0;1;1;1;1;5;1;1;1;1;1;1;0
151217_0935;10;10;10;10;5;-1;5;-1;768.75;5;750;250;25;25;1;-1;0;0;175;43.75;-1;5;3;600;1;400;40;0;1;5;10;1;1;2;1;1;2;1;1;1;1;2400;1;1;0;1;1;0;1;0;0;1;1;4;1;1;1;0;0;1;0
151217_0935;10;10;10;10;6;-1;6;-1;580.25;4;600;600;60;60;0;-1;0;0;161;40.25;-1;4;7;800;1;200;40;0;0;8;15;1;1;1;2;1;1;1;1;1;1;1900;0;1;0;1;1;0;0;0;1;0;2;6;1;1;1;1;1;1;3
151217_0935;10;10;10;10;7;-1;5;-1;583.75;4;600;600;60;60;0;-1;0;0;175;43.75;-1;4;4;0;1;1000;51;0;0;2;11;1;1;1;1;1;1;1;1;1;1;2300;0;0;0;0;0;0;0;0;0;1;10;9;1;1;1;1;1;1;1
151217_0935;10;10;10;10;8;-1;3;-1;1.162.625;8;1200;1200;120;120;0;-1;0;0;330.5;82.625;-1;8;2;500;1;500;37;1;0;5;16;1;1;1;3;1;1;1;1;2;1;1500;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;0;0;99;0
151217_0935;10;10;10;10;9;-1;1;-1;1.472.625;10;1500;1500;150;150;0;-1;0;0;490.5;122.625;-1;10;5;500;1;500;26;0;0;5;13;3;1;2;3;2;1;1;1;2;1;1800;0;1;0;0;0;0;1;1;1;1;2;5;0;1;0;0;0;2;0
151217_0935;10;10;10;10;10;-1;2;-1;253.875;2;300;150;15;105;1;-1;1;75;235.5;58.875;-1;2;5;500;0;500;65;0;0;5;9;1;3;3;1;1;1;1;1;3;1;1500;0;1;0;0;1;0;1;0;0;0;2;7;0;0;1;0;1;3;1
151217_0935;10;10;10;10;11;-1;4;-1;639.5;4;600;540;54;54;1;-1;0;0;374;93.5;-1;4;6;400;1;600;23;0;0;6;15;1;1;2;1;1;1;1;1;1;1;1300;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;1
151217_0935;10;10;10;10;12;-1;5;-1;448.75;3;450;450;45;45;0;-1;0;0;175;43.75;-1;3;6;600;0;500;54;1;0;10;12;1;4;4;1;1;1;1;3;4;1;700;0;0;0;0;0;1;1;0;1;1;6;6;0;0;0;0;0;99;4
151217_0935;10;10;10;10;13;-1;2;-1;1.098.375;7;1050;105;10.5;10.5;1;-1;0;0;235.5;58.875;-1;7;9;250;0;500;51;1;1;8;9;3;1;3;3;3;3;1;1;3;1;1400;0;1;0;0;0;1;0;0;0;1;2;7;0;0;0;1;1;4;1
151217_0935;10;10;10;10;14;-1;5;-1;598.75;4;600;450;45;45;1;-1;0;0;175;43.75;-1;4;8;600;1;400;47;0;0;4;88;1;1;1;1;1;1;1;1;1;1;1900;0;1;0;1;0;0;0;1;1;0;2;6;1;0;1;0;1;1;1
151217_0935;10;10;10;10;15;-1;1;-1;933.625;6;900;890;89;89;1;-1;0;0;490.5;122.625;-1;6;7;200;0;200;44;0;0;5;88;1;1;1;1;1;1;1;1;1;1;1300;0;0;1;0;1;0;0;0;1;1;3;6;0;0;1;0;0;3;2
151217_0935;10;10;10;10;16;-1;6;-1;715.25;5;750;750;75;75;0;-1;0;0;161;40.25;-1;5;8;400;0;300;46;1;1;6;13;1;1;1;2;1;1;1;1;1;1;1000;1;0;1;0;0;0;0;0;0;0;1;8;0;0;0;1;1;4;3
151217_0935;10;10;10;10;17;-1;2;-1;1.288.875;9;1350;1200;120;120;1;-1;0;0;235.5;58.875;-1;9;3;400;0;500;50;1;0;5;16;1;1;1;1;1;1;1;1;1;1;1600;0;0;0;0;0;1;1;1;1;1;6;5;0;0;0;1;1;4;0
151217_0935;10;10;10;10;18;-1;6;-1;939.25;6;900;10;1;1;1;-1;0;0;161;40.25;-1;6;12;500;1;500;34;1;0;4;1;1;1;1;1;1;1;1;1;1;1;1500;1;1;1;0;0;1;1;1;0;0;1;4;0;1;0;1;0;2;2
151217_0935;10;10;10;10;19;-1;4;-1;1173.5;8;1200;1200;120;120;0;-1;0;0;374;93.5;-1;8;2;500;0;500;52;1;1;4;15;1;1;1;3;1;1;1;1;3;1;2100;1;1;1;0;1;0;1;1;1;0;1;3;0;1;1;1;1;2;0
151217_0935;10;10;10;10;20;-1;4;-1;1243.5;8;1200;500;50;50;1;-1;0;0;374;93.5;-1;8;11;500;0;500;42;1;0;8;88;1;1;3;3;1;1;1;1;1;1;1100;0;0;0;0;0;0;0;0;0;0;99;10;0;0;0;0;0;99;2
151217_0935;10;10;10;10;21;-1;1;-1;1.086.125;7;1050;865;86.5;86.5;1;-1;0;0;490.5;122.625;-1;7;10;500;0;500;52;0;0;4;15;2;1;1;3;1;2;1;1;2;1;2300;0;1;1;1;0;1;0;0;0;0;2;6;1;1;1;1;1;1;1
151217_0935;10;10;10;10;22;-1;3;-1;1.042.625;7;1050;900;90;90;1;-1;0;0;330.5;82.625;-1;7;10;500;1;500;49;0;0;5;16;3;3;3;3;2;3;1;1;3;1;1300;0;0;0;1;1;1;1;1;1;1;4;3;0;0;0;0;0;99;1
151217_0935;10;10;10;10;23;-1;3;-1;982.125;6;900;5;0.5;0.5;1;-1;0;0;330.5;82.625;-1;6;1;700;1;300;56;0;0;5;13;4;1;1;1;1;1;1;1;1;1;1400;0;1;1;1;0;0;0;1;0;1;2;5;0;0;1;1;1;3;2
151217_0935;10;10;10;10;24;-1;3;-1;1.162.625;8;1200;1200;120;120;0;-1;0;0;330.5;82.625;-1;8;9;750;1;250;36;0;0;4;16;1;1;2;2;1;1;1;1;1;1;1500;0;0;0;0;1;1;1;1;1;1;5;4;0;0;0;0;0;99;0
